# Unmatched product spellings (no master product >= score 0.9)
# Candidates for manual seeding into product_master.json.
# 2488 spellings.

***EBERFINE
***NEVLON MOISTURISING BABY	[COSMO]
***OXIDOX 130MG	[PHARMA]
**EKRAN SOFT SILI GEL 50SP
ONITRAZ SB TAB,
ONITRAZ SBFORT
ONITRAZ TAB (10'S)
ONITRAZ TAB (10'S),
ONITRAZ-CAP 10T
ONITRAZ-FORTE
ONITRAZ-FORTE 10T
ONITRAZ-SB
ONITRAZ-SB CAP-10`S
ONITRAZ-SB FORTE CAPS 10CAPS	[COSMO]
OPAVIEW 5ML
OPTIVEW ULTRA
OPTIVIEW E/D 1*10ML
OPTIVIEW EYE
OPTIVIEW EYE DROP-10ML
OPTIVIEW EYE DROPS
OPTIVIEW EYE DROPS (LUBRICANT)
OPTIVIEW HA	[DERMACOR]
OPTIVIEW HA EYE	[DERMA]
OPTIVIEW HA EYE DROP	[DERMACOR]
OPTIVIEW HA EYE DROPS
OPTIVIEW HA EYE DROSP	[DERMACOR]
OPTIVIEW LUB EYE DROPS	[DERMACOR]
OPTIVIEW LUBR
OPTIVIEW LUBRI.EYE D 1*10ML.	[COSMO]
OPTIVIEW LUBRICANT	[DERMACOR]
OPTIVIEW LUBRICANT E	[COSMO]
OPTIVIEW LUBRICANT EYE
OPTIVIEW LUBRICANT EYE DR
OPTIVIEW LUBRICANT EYE DROP
OPTIVIEW LUBRICANT EYE DROP-10ML
OPTIVIEW LUBRICANT EYE DROPS
OPTIVIEW LUBRICENT
OPTIVIEW-HA
OPTIVIEW-HA EYE
OPTIVIEW-HA EYE DR
OPTIVIEW-HA EYE DROP	[DERMACOR]
OPTIVIEW-HA EYE DROPS
OPTIVIIEW LUBRICANT EYE
ORDER AMOUNT	[COSMO]
OXID01 OXIDOX	[PEDIA]
OXIDOX
OXIDOX 30'CAP	[PHARMA]
OXIDOX 30CAPS	[COSMO]
OXIDOX CAP (30)
OXIDOX CAP-30CAP 30T
OXIDOX CAP.(10 CAP.) 10 CAP.	[COSMO]
OXIDOX SOFT GEL
Onitraz
Onitraz Cap.
Onitraz Fort
Onitraz Forte Cap 10S Pack
Onitraz Forte Cap.
Onitraz Sb
Onitraz Sb Forte 10*10
Opening Rs: 116003.65	[COSMO Q]
Opening Rs: 161481.78	[PHARMA]
Opening Rs: 213472.95	[DERMACOR]
Opening Rs: 231844.91	[DERMA]
Optiview Eye
Optiview Ha Eye
Optiview Lubri Eye D
Oxidox
POUCHES SOFIKID DROPS
PRIL ODERM GEL	[COSMO]
PRILODERM 10GM GEL	[COSMO]
PRILODERM 30GM GEL
PRILODERM 30GM GEL.
PRODUCT DESCRIPTION
PURCHASE AMOUNT	[COSMO]
Powered By: PROMPT +91-281-2230181	[PHARMA]
Product Details
RAZUUR
RAZUUR CAP
RAZUUR CAPS	[COSMO]
RAZUUR CAPSULES 1*	[PHARMA]
RAZZUR DSR	[PHARMA]
RES10 RESOTEN-10	[COSMOCOR]
RES20 RESOTEN-20	[COSMOCOR]
RESOTAN 10
RESOTEN
RESOTEN 10MG TAB (1X10)	[COSMO]
RESOTEN 20 CAP 10*1*10 S
RESOTEN 20 CAPS
RESOTEN 20MG TAB (1X10)	[COSMO]
RESOTEN-10 CAP. 10*10 TA	[COSMO]
RESOTEN-20 CAPS
RESOTEN-20 CAPS.*
RMACEUTICAL	[DERMACOR]
RMACEUTICALS(MAIN)	[COSMO]
ROZUUR DSR
Resoten
SACC02 SACCTIK PLUS {10 BOT} 10BOT	[PEDIA]
SACCITIK SUCHETS	[PEDIA]
SACCITK PLUS BOTTLE
SACCTIK
SACCTIK GG
SACCTIK PLUS (PACKET)
SACCTIK PLUS **          1 PACK
SACCTIK PLUS ** 1 PACK
SACCTIK PLUS 1*1 PIC	[PEDIA]
SACCTIK PLUS 10 MINI 10 MINI	[COSMO]
SACCTIK PLUS 6*5ML
SACCTIK PLUS RESP. 10`S
SACCTIK PLUS RESPUL
SACCTIK PLUS SOL.10'S	[PEDIA]
SACCTIK PLUS SOLUTION
SACCTIK PLUS SUS 10P 10*5ML
SACCTIK PLUS SUSPEN.
SACCTIK PLUS SUSPENSI ON	[PEDIA]
SACCTIK PLUS SUSPENSION
SACCTIK PLUS SUSPENSION.
SACCTIK PLUS SYP 10*5ML
SACCTIK PLUS-5ML KLM	[PEDIA]
SACCTIK-GG	[COSMO]
SALE AMOUNT	[COSMO]
SCAR01 SCARCOTE GEL	[COSMO]
SCARCOTE 15GM GEL
SCARCOTE 15GM GEL.
SCARCOTE GEL (5%)
SCARCOTE-15GM GEL
SEBO03 SEBOZIT GEL	[DERMACOR]
SEBOZIT 2% GEL
SEBOZIT 30 GM
SEBOZIT 30GM GEL.
SEBOZIT GEL 2%
SEBOZIT-30GM GEL
SEFODOXIM 50 SYP
SHREE NATH ENTERPRISE	[COSMO]
SOFI KID GUMMY JAR	[PEDIA]
SOFI04 SOFIDEW LOTION	[PEDIA]
SOFI05 SOFIDEW BABY SAMPOO 100 MLML	[PEDIA]
SOFI06 SOFIDEW BABY MOISTURIZING LOTION 100 MLML	[PEDIA]
SOFI09 SOFIDOXIM DS	[PEDIA]
SOFI12 SOFIDEW CREAM	[PEDIA]
SOFI14 SOFIKID DROPS WITH DHA	[PEDIA]
SOFI15 SOFIDEW RESYL	[PEDIA]
SOFI17 SOFIKID ZN	[PEDIA]
SOFIBAR
SOFIBAR 75G BAR
SOFIBAR BABY	[PEDIA]
SOFIBAR SOAP 75GX1
SOFIBAR SYNDET 75GM BAR
SOFIBAR SYNDET 75GM BAR.
SOFIDEW
SOFIDEW 100GM
SOFIDEW 100ML
SOFIDEW 100ML LOTION 50. 4.	[PEDIA]
SOFIDEW B MOIST.	[PEDIA]
SOFIDEW BABY
SOFIDEW BABY 100GM CREAM.
SOFIDEW BABY CR.
SOFIDEW BABY CREAM
SOFIDEW BABY CREAM 100'GM
SOFIDEW BABY CREAM 100GM. 100 GM.	[COSMO]
SOFIDEW BABY CREAM. 50 GM.	[COSMO]
SOFIDEW BABY LOT.200 ML. 200 ML.	[COSMO]
SOFIDEW BABY LOTIO
SOFIDEW BABY LOTIO 100'ML
SOFIDEW BABY LOTION
SOFIDEW BABY LOTION 100'ML
SOFIDEW BABY LOTION 100ML1X100ML	[PEDIA]
SOFIDEW BABY LOTION,
SOFIDEW BABY LOTION.
SOFIDEW BABY LOTION. 100 ML.	[COSMO]
SOFIDEW BABY MASSAG1E OIL
SOFIDEW BABY MASSAG1E0 O0MILL	[PEDIA]
SOFIDEW BABY MASSAGE 1O6IL 10203M38L.24	[PEDIA]
SOFIDEW BABY MASSAGE OIL 1001M00LML	[PEDIA]
SOFIDEW BABY MASSAGE1 O0I0LML	[PEDIA]
SOFIDEW BABY MO LOTION	[PEDIA]
SOFIDEW BABY MO LOTION 1*100ML	[PEDIA]
SOFIDEW BABY MOISTU LOTIONE100ML	[COSMO]
SOFIDEW BABY MOISTUR1IZING
SOFIDEW BABY MOISTURIZING CR
SOFIDEW BABY MOISTURIZING CRE5A0MG.
SOFIDEW BABY MOISTURIZING1 CXR1E00AGMM	[PEDIA]
SOFIDEW BABY MOISTURIZING1 LXO1T0I0OMNL	[PEDIA]
SOFIDEW BABY MOS.CREAM
SOFIDEW BABY MOS.CREAM 50GM
SOFIDEW BABY POWDER1
SOFIDEW BABY SAMPOO
SOFIDEW BABY SHAMP
SOFIDEW BABY SHAMP 1*100ML	[PEDIA]
SOFIDEW BABY SHAMPOO
SOFIDEW BABY SHAMPOO 100'ML
SOFIDEW BABY SHAMPOO DIRECT
SOFIDEW BABY SHAMPOO,
SOFIDEW BABY SHAMPOO.
SOFIDEW BABY SHAMPOO. 100 ML.	[COSMO]
SOFIDEW BABY SHAMPOO100ML
SOFIDEW BABY SHAMPOO75ML	[PEDIA]
SOFIDEW BABY SOAP 75 GM.	[COSMO]
SOFIDEW BAY MOS.LOTT.200ML
SOFIDEW CALOE LOTION1
SOFIDEW GUMMY POUCHES	[PEDIA]
SOFIDEW MOI.LOTION 100ML PIC
SOFIDEW MOIS
SOFIDEW MOIST
SOFIDEW MOIST CREAM
SOFIDEW MOIST CREAM-100GM
SOFIDEW OIL
SOFIDEW POWDER
SOFIDEW POWDER 100'GM
SOFIDEW POWDER 1UNIT	[PEDIA]
SOFIDEW RESYL 50ML LOTION.
SOFIDEW RESYL LOTION1
SOFIDEW SHAMPOO 22.	[PEDIA]
SOFIDEW TEAR FREE 100M
SOFIDEW TEAR FREE SHAMPOO 100M
SOFIDEW-BABY-100GM	[PEDIA]
SOFIDEW-BABY-100ML	[PEDIA]
SOFIDEW-BABY-SHAMPOO	[PEDIA]
SOFIDOX	[PHARMA]
SOFIDOXIM
SOFIDOXIM DS 100MG SUSP
SOFIDOXIN 200
SOFIDOXIN DS	[COSMO]
SOFIKENZ
SOFIKID 200ML SYRUP
SOFIKID 200ML SYRUP.
SOFIKID 30ML
SOFIKID 30ML DROPS.
SOFIKID DHA WITH D
SOFIKID DROP 18 %	[PEDIA]
SOFIKID DROPS 30ML 0 0 I
SOFIKID GMUMMY	[PEDIA]
SOFIKID GUMMIES
SOFIKID GUMMIES. 30 PICC	[COSMO]
SOFIKID GUMMY
SOFIKID GUMMY 10TAB POUCH	[PEDIA]
SOFIKID GUMMY TIN	[PEDIA]
SOFIKID ZN 100ML SYRUP
SOFIKID ZN 100ML SYRUP.
SOFIKID ZN 15ML
SOFIKID ZN 15ML DROPS.
SOFIKID ZN DROPS 20.	[PEDIA]
SOFIKID ZN SHAHI 15
SOFIKID ZN SHAHI GULAB FLV DROPS	[COSMO]
SOFIKID ZN SHAHI GULAB ORAL
SOFIKIND GUMMY POCHES	[PEDIA]
SOFIKIND SYRUP
SOFIKIND ZN DROP 15M	[COSMO]
SOFIKIND ZN DROPS
SOFIRASH 25GM	[PEDIA]
SOFIRASH 30GM
SOFIRASH 30GM CREAM.
SOFIRASH CREAM 25GM
SOFIRASH CREAM 50'GM
SOFIRASH CREAM.50GM
SOFIRASH NAPPY RASH	[PEDIA]
SOFIRASH NAPPY RASH CREAM
SPAS01 SPASTRET SUSPENSION	[PEDIA]
SPASTERT SUSPENSION
SPASTRET SUSPENSION1
SPASTRET SYP 1PC
SPASTRET SYP, 1PC
SPASTRET-60ML SYP KLM	[PEDIA]
STRAWBERRY SYRUP MUPISOFT OINT
STRI01 STRIANIL GELGREAM	[PEDIA]
STRIANIL ANTI CREAM 1*50GM	[PHARMA]
STRIANIL ANTI STRETCH CREAM 50GN.
STRIANIL ANTI STRETCH MARK CREAM
STRIANIL GEL 50 GM GEL
STUDART
SUD10 SUDIF	[COSMO]
SUDI01 SUDIF CREAM	[DERMA]
SUDIF 1*10GM	[COSMO]
SUDIF 10 GM	[COSMO]
SUDIF 10G
SUDIF 10GM DPCO 1*10GM	[COSMO]
SUDIF 5 GM 1*10 TB
SUDIF CR.10GM. 10 GM.	[COSMO]
SUDIF CREAM (5GM)	[DERMA]
SUDIF CREAM 20GM 1PC	[DERMA]
SUDIF CREAM 5 GM	[DERMA]
SUDIF CREAM 5 GM 1*5GM	[DERMA]
SUDIF-10GM
SUSPENSION 60ML STRIANIL GEL
Sacctik Gg
Sacctik Plus Liquid 10x5
Sales Rs: 110950.01	[DERMA]
Sales Rs: 122423.78	[PHARMA]
Sales Rs: 76721.52	[DERMACOR]
Sales Rs: 77293.07	[COSMO Q]
Sebozit 2% Gel
Sofidew Baby
Sofidew Baby Shampoo 100m
Sofidoxim
Sofikenz
Studart Cap.
TABLET EPISERT CREAM
TABLET KLM D3 NANO
TABLETS 5 MELBOOST	[COSMOCOR]
TABLETS MELBOOST
TACUM 0.03% OINTME
TACUM 0.03% OINTMENT
TACUM 0.1% OINTMENT
TECUM .01%
TECUM 0.01% OINT 1*10GM	[COSMO]
TECUM 0.03% 20GM 1*20GM	[DERMACOR]
TECUM 0.03% CREAM. 10 GM.	[COSMO]
TECUM 0.1 LOTION
TECUM 0.1% LOTION
TECUM 0.1% OINT 10 GM OIN
TECUM 0.1% OINTMENT(20GM)
TECUM 0.1% SOLUTION	[DERMACOR]
TECUM 0.3% OI	[DERMACOR]
TECUM 03% OINTMENT
TECUM 15ML
TECUM 15ML LOTION
TECUM LOTION 1%	[DERMACOR]
TECUM-0.1% 10GM
TIMVIEW B DROPS	[DERMACOR]
TODD01 TODDRUB OINTMENT 40 GMGM	[PEDIA]
TODDORUB OINTMENT
TODDRUB
TODDRUB OINT 12%
TODDRUB ONIL
TODORUB OINTMENT
TODRUB
TODRUB OINT 1*40GM	[PEDIA]
TODRUB OINTMENT 1*40GM	[COSMO]
TRUN01 TRUNEX MS GEL	[COSMOCOR]
TRUN01 TRUNEX-MS GEL	[COSMOCOR]
TRUNEX 0.025% GE.
TRUNEX 0.025% GEL 30 30 GM.	[COSMO]
TRUNEX 0.025% GEL 30GRMS
TRUNEX 0.05% GEL 30 G 30 GM.	[COSMO]
TRUNEX 0.05% GEL 30GRMS
TRUNEX 0.25 30GM GEL.
TRUNEX 0.5 30GM GEL
TRUNEX MS AQUEOUS GEL
TRUNEX MS GEL 0.04 %	[COSMOCOR]
TRUNEX MS GEL 0.04%
TRUNEX0.05% GEL
TRUNNEX MS GEL
TYROLITE 15GM CREAM.
TYROLITE CREAM (18%)	[COSMOCOR]
TYROLITE CREAM 1*100G	[COSMOCOR]
TYROLITE CREAM 18%
TYROLITE CREAM* 10'GM
TYROLITE CREAM-10GM
TYROLITE CREAM.10 GM
TYROLITE-15gm	[COSMOCOR]
VILOR-F 100 120MDI	[COSMO]
VILOR-F 50 120MDI	[COSMO]
VIRAX 800 TAB.	[DERMA]
VIRAX FC
VIRAX- 800MG	[DERMA]
VIRAX-800
VIRAX-800MG TAB.	[DERMA]
VIRAX-FC
VIRAX-FC 250 1*6TAB	[DERMA]
XALIDERM 50ML SOLUTION.
XALIDERM SCALP
XALIDERM-50ML SOLUTION	[PHARMA]
XEPIBACT 500MG TAB, 10`S
XEPIBACT CR. 5GM. 5 GM.	[COSMO]
XEPIBACT CREAM
XEPIBACT CREAM 1UNIT	[PEDIA]
XEPIBACT CREAM 5GM	[PEDIA]
XEPIBACT CREAM. 5 GM.	[COSMO]
XEPIBACT OINTMENT	[PEDIA]
XEPINNOXIN CREAM 1*5GN	[COSMO]
XEPINOXIN 5 GM	[COSMO]
XEPINOXIN 5GM CREAM.
XEPINOXIN CREAM 10 GM. 10 GM.	[COSMO]
XEPINOXIN-5GM
XERO03 XEROLENE MEX	[COSMO]
XEROLENE 50GM	[DERMA]
XEROLENE CR.50GM. 50 GM.	[COSMO]
XEROLENE CREAM (5	[PHARMA]
XEROLENE CREAM(18%)
XEROLENE MAX MOIST 20% UREA CREAM	[COSMO]
XEROLENE MAX MOISTURIZING
XEROLIN	[DERMA]
XEROLIN CREAM	[DERMA]
XEROLINE CREAM 1*50GM	[DERMA]
XEROLINE MAX OINTM	[DERMA]
XIMPLUS
XIMPLUS 100 TAB.
XIMPLUS D/S
XIMPLUS DRY	[DERMA]
XIMPLUS-100MG
XYETER 250 TAB 1*10 TA	[COSMO]
XYETER 500
XYETER 500MG	[COSMO]
XYTER 250 TABLETS
XYTER DPCO	[COSMO]
ZIMXIA XL SERUM	[DERMACOR]
ZITLIN
ZITLIN 500MG TABLET 150'*S5'S
ZKLCLAV DRY
ZKLIN AHA FORMING 100GEL	[DERMACOR]
ZKLIN FACE WASH	[DERMA]
ZKLM C-20 SERUM	[DERMA]
ZKOJITIN GEL	[DERMACOR]
ZMELAPIK
ZNEVLON CALOE LOTION	[DERMA]
ZNEVSOFT CLEANSING	[PHARMA]
ZNIOGLOW FOAMING FACE WASH	[DERMACOR]
ZORI01 ZORITRAZ FORTE	[COSMO]
ZORI02 ZORITRAZ	[COSMO]
ZORITAZ CAP 10 C	[PHARMA]
ZORITRAZ 100
ZORITRAZ 100 CAP *	[COSMO]
ZORITRAZ 100 MG CAPSULES	[DERMA]
ZORITRAZ 100MG	[DERMA]
ZORITRAZ 100MG CAP.
ZORITRAZ 100TAB	[DERMA]
ZORITRAZ FORTE-200	[DERMA]
ZORITRAZ FORTH 200M 1*10TAB	[DERMA]
ZOVIMAX CREAM	[COSMO]
ZSACCTIK
ZSOFIDEW BABY	[PEDIA]
ZUVIMAX
ZYCOZAL XL
ZYCOZOL 1% CREAM
ZYCOZOL 30GM
ZYCOZOL 30GM CREAM.
ZYCOZOL XL
ZYCOZOL XL 50GM CREAM
ZYCOZOL XL CEAM 1*	[DERMACOR]
ZYCOZOL-30GM	[COSMO]
ZYCOZOL-XL
ZYD50 ZYDIP	[COSMOCOR]
ZYDI01 ZYDIP-C	[COSMOCOR]
ZYDI03 ZYDIP-C	[COSMOCOR]
ZYDI04 ZYDIP-C LOTION	[COSMOCOR]
ZYDIP 100ML
ZYDIP 100ML LOTION
ZYDIP 100ML LOTION.
ZYDIP 50ML
ZYDIP 50ML LOTION
ZYDIP 50ML LOTION.
ZYDIP C 30ML
ZYDIP C 30ML LOTION
ZYDIP C 30ML LOTION.
ZYDIP C 50ML
ZYDIP C 50ML LOTION
ZYDIP C 50ML LOTION 1*50ML	[COSMO]
ZYDIP C 50ML LOTION.
ZYDIP C LOTI
ZYDIP C LOTION 50M
ZYDIP C LOTION {B}
ZYDIP LOTI
ZYDIP LOTION (L)
ZYDIP LOTION 1*50ML	[COSMOCOR]
ZYDIP-100ML
ZYDIP-50ML
ZYDIP-C LOT.(50 ML) 50 ML.	[COSMO]
ZYDIP-C LOTION 1*50ML	[COSMOCOR]
ZYDIP-C LOTION 11. 13.
ZYDIP-C LOTION 3. 1.	[COSMOCOR]
ZZKLIN SOAP	[COSMO]
ZZZFOLIBILD	[DERMA]
Zoritaz Forte
Zuvimax
Zydip C Lotion {b}
